pmid,abstract,score,mod_score,types
32160550,"Astroglia regulate neurovascular coupling while engaging in signal exchange with neurons. The underlying cellular machinery is thought to rely on astrocytic Ca2+ signals, but what controls their amplitude and waveform is poorly understood. Here, we employ time-resolved two-photon excitation fluorescence imaging in acute hippocampal slices and in cortex in vivo to find that resting [Ca2+] predicts the scale (amplitude) and the maximum (peak) of astroglial Ca2+ elevations. We bidirectionally manipulate resting [Ca2+] by uncaging intracellular Ca2+ or Ca2+ buffers and use ratiometric imaging of a genetically encoded Ca2+ indicator to establish that alterations in resting [Ca2+] change co-directionally the peak level and anti-directionally the amplitude of local Ca2+ transients. This relationship holds for spontaneous and for induced (for instance by locomotion) Ca2+ signals. Our findings uncover a basic generic rule of Ca2+ signal formation in astrocytes, thus also associating the resting Ca2+ level with the physiological ""excitability"" state of astroglia.",0,0.0,{}
32160551,"Alzheimer's disease (AD) is a progressive neurodegenerative disease caused by accumulations of Aβ peptides. Production and fibrillation of Aβ are downregulated by BRI2 and BRI3, which are physiological inhibitors of amyloid precursor protein (APP) processing and Aβ oligomerization. Here, we identify nuclear receptor binding protein 1 (NRBP1) as a substrate receptor of a Cullin-RING ubiquitin ligase (CRL) that targets BRI2 and BRI3 for degradation. Moreover, we demonstrate that (1) dimerized NRBP1 assembles into a functional Cul2- and Cul4A-containing heterodimeric CRL through its BC-box and an overlapping cryptic H-box, (2) both Cul2 and Cul4A contribute to NRBP1 CRL function, and (3) formation of the NRBP1 heterodimeric CRL is strongly enhanced by chaperone-like function of TSC22D3 and TSC22D4. NRBP1 knockdown in neuronal cells results in an increase in the abundance of BRI2 and BRI3 and significantly reduces Aβ production. Thus, disrupting interactions between NRBP1 and its substrates BRI2 and BRI3 may provide a useful therapeutic strategy for AD.",0,0.0,{}
32160552,"Layer 6b (L6b), the deepest neocortical layer, projects to cortical targets and higher-order thalamus and is the only layer responsive to the wake-promoting neuropeptide orexin/hypocretin. These characteristics suggest that L6b can strongly modulate brain state, but projections to L6b and their influence remain unknown. Here, we examine the inputs to L6b ex vivo in the mouse primary somatosensory cortex with rabies-based retrograde tracing and channelrhodopsin-assisted circuit mapping in brain slices. We find that L6b receives its strongest excitatory input from intracortical long-range projection neurons, including those in the contralateral hemisphere. In contrast, local intracortical input and thalamocortical input were significantly weaker. Moreover, our data suggest that L6b receives far less thalamocortical input than other cortical layers. L6b was most strongly inhibited by PV and SST interneurons. This study shows that L6b integrates long-range intracortical information and is not part of the traditional thalamocortical loop.",2,1.5,"{""Inhibition"": 2}"
32160553,"Genetic variations in TMEM106B, coding for a lysosomal membrane protein, affect frontotemporal lobar degeneration (FTLD) in GRN- (coding for progranulin) and C9orf72-expansion carriers and might play a role in aging. To determine the physiological function of TMEM106B, we generated TMEM106B-deficient mice. These mice develop proximal axonal swellings caused by drastically enlarged LAMP1-positive vacuoles, increased retrograde axonal transport of lysosomes, and accumulation of lipofuscin and autophagosomes. Giant vacuoles specifically accumulate at the distal end and within the axon initial segment, but not in peripheral nerves or at axon terminals, resulting in an impaired facial-nerve-dependent motor performance. These data implicate TMEM106B in mediating the axonal transport of LAMP1-positive organelles in motoneurons and axonal sorting at the initial segment. Our data provide mechanistic insight into how TMEM106B affects lysosomal proteolysis and degradative capacity in neurons.",0,0.0,{}
32160554,"BIN1, a member of the BAR adaptor protein family, is a significant late-onset Alzheimer disease risk factor. Here, we investigate BIN1 function in the brain using conditional knockout (cKO) models. Loss of neuronal Bin1 expression results in the select impairment of spatial learning and memory. Examination of hippocampal CA1 excitatory synapses reveals a deficit in presynaptic release probability and slower depletion of neurotransmitters during repetitive stimulation, suggesting altered vesicle dynamics in Bin1 cKO mice. Super-resolution and immunoelectron microscopy localizes BIN1 to presynaptic sites in excitatory synapses. Bin1 cKO significantly reduces synapse density and alters presynaptic active zone protein cluster formation. Finally, 3D electron microscopy reconstruction analysis uncovers a significant increase in docked and reserve pools of synaptic vesicles at hippocampal synapses in Bin1 cKO mice. Our results demonstrate a non-redundant role for BIN1 in presynaptic regulation, thus providing significant insights into the fundamental function of BIN1 in synaptic physiology relevant to Alzheimer disease.",0,0.0,{}
32160555,"Determining cell types is critical for understanding neural circuits but remains elusive in the living human brain. Current approaches discriminate units into putative cell classes using features of the extracellular action potential (EAP); in absence of ground truth data, this remains a problematic procedure. We find that EAPs in deep structures of the brain exhibit robust and systematic variability during the cardiac cycle. These cardiac-related features refine neural classification. We use these features to link bio-realistic models generated from in vitro human whole-cell recordings of morphologically classified neurons to in vivo recordings. We differentiate aspiny inhibitory and spiny excitatory human hippocampal neurons and, in a second stage, demonstrate that cardiac-motion features reveal two types of spiny neurons with distinct intrinsic electrophysiological properties and phase-locking characteristics to endogenous oscillations. This multi-modal approach markedly improves cell classification in humans, offers interpretable cell classes, and is applicable to other brain areas and species.",0,0.0,{}
32160556,"Although the factors regulating muscle cell differentiation are well described, we know very little about how differentiating muscle fibers are organized into individual muscle tissue bundles. Disruption of these processes leads to muscle hypoplasia or dysplasia, and replicating these events is vital in tissue engineering approaches. We describe the progressive cellular events that orchestrate the formation of individual limb muscle bundles and directly demonstrate the role of the connective tissue cells that surround muscle precursors in controlling these events. We show how disruption of gene activity within or genetic ablation of connective tissue cells impacts muscle precursors causing disruption of muscle bundle formation and subsequent muscle dysplasia and hypoplasia. We identify several markers of the populations of connective tissue cells that surround muscle precursors and provide a model for how matrix-modifying proteoglycans secreted by these cells may influence muscle bundle formation by effects on the local extracellular matrix (ECM) environment.",0,0.0,{}
32160557,"Every-other-day fasting (EODF) is an effective intervention for the treatment of metabolic disease, including improvements in liver health. But how the liver proteome is reprogrammed by EODF is currently unknown. Here, we use EODF in mice and multi-omics analysis to identify regulated pathways. Many changes in the liver proteome are distinct after EODF and absent after a single fasting bout. Key among these is the simultaneous induction by EODF of de novo lipogenesis and fatty acid oxidation enzymes. Together with activation of oxidative stress defenses, this contributes to the improvements in glucose tolerance and lifespan after EODF. Enrichment analysis shows unexpected downregulation of HNF4α targets by EODF, and we confirm HNF4α inhibition. Suppressed HNF4α targets include bile synthetic enzymes and secreted proteins, such as α1-antitrypsin or inflammatory factors, which reflect EODF phenotypes. Interactive online access is provided to a data resource (https://www.larancelab.com/eodf), which provides a global view of fasting-induced mechanisms in mice.",0,0.0,{}
32160558,"Muscle regeneration relies on the regulation of muscle stem cells (MuSCs) through paracrine signaling interactions. We analyzed muscle regeneration in mice using single-cell RNA sequencing (scRNA-seq) and generated over 34,000 single-cell transcriptomes spanning four time-points. We identified 15 distinct cell types including heterogenous populations of muscle stem and progenitor cells. We resolved a hierarchical map of these myogenic cells by trajectory inference and observed stage-specific regulatory programs within this continuum. Through ligand-receptor interaction analysis, we identified over 100 candidate regeneration-associated paracrine communication pairs between MuSCs and non-myogenic cells. We show that myogenic stem/progenitor cells exhibit heterogeneous expression of multiple Syndecan proteins in cycling myogenic cells, suggesting that Syndecans may coordinate myogenic fate regulation. We performed ligand stimulation in vitro and confirmed that three paracrine factors (FGF2, TGFβ1, and RSPO3) regulate myogenic cell proliferation in a Syndecan-dependent manner. Our study provides a scRNA-seq reference resource to investigate cell communication interactions in muscle regeneration.",0,0.0,{}
32165409,"Metabolism and development must be closely coupled to meet the changing physiological needs of each stage in the life cycle. The molecular mechanisms that link these pathways, however, remain poorly understood. Here we show that the Drosophila estrogen-related receptor (dERR) directs a transcriptional switch in mid-pupae that promotes glucose oxidation and lipogenesis in young adults. dERR mutant adults are viable but display reduced locomotor activity, susceptibility to starvation, elevated glucose, and an almost complete lack of stored triglycerides. Molecular profiling by RNA-seq, ChIP-seq, and metabolomics revealed that glycolytic and pentose phosphate pathway genes are induced by dERR, and their reduced expression in mutants is accompanied by elevated glycolytic intermediates, reduced TCA cycle intermediates, and reduced levels of long chain fatty acids. Unexpectedly, we found that the central pathways of energy metabolism, including glycolysis, the tricarboxylic acid cycle, and electron transport chain, are coordinately induced at the transcriptional level in mid-pupae and maintained into adulthood, and this response is partially dependent on dERR, leading to the metabolic defects observed in mutants. Our data support the model that dERR contributes to a transcriptional switch during pupal development that establishes the metabolic state of the adult fly.",0,0.0,{}
32169162,"The Mec1 and Rad53 kinases play a central role during acute replication stress in budding yeast. They are also essential for viability in normal growth conditions, but the signal that activates the Mec1-Rad53 pathway in the absence of exogenous insults is currently unknown. Here, we show that this pathway is active at the onset of normal S phase because deoxyribonucleotide triphosphate (dNTP) levels present in G1 phase may not be sufficient to support processive DNA synthesis and impede DNA replication. This activation can be suppressed experimentally by increasing dNTP levels in G1 phase. Moreover, we show that unchallenged cells entering S phase in the absence of Rad53 undergo irreversible fork collapse and mitotic catastrophe. Together, these data indicate that cells use suboptimal dNTP pools to detect the onset of DNA replication and activate the Mec1-Rad53 pathway, which in turn maintains functional forks and triggers dNTP synthesis, allowing the completion of DNA replication.",1,0.0,"{""Activation"": 1}"
32183942,"N6-Methyldeoxyadenosine (6mA) has recently been shown to exist and play regulatory roles in eukaryotic genomic DNA (gDNA). However, the biological functions of 6mA in mammals have yet to be adequately explored, largely due to its low abundance in most mammalian genomes. Here, we report that mammalian mitochondrial DNA (mtDNA) is enriched for 6mA. The level of 6mA in HepG2 mtDNA is at least 1,300-fold higher than that in gDNA under normal growth conditions, corresponding to approximately four 6mA modifications on each mtDNA molecule. METTL4, a putative mammalian methyltransferase, can mediate mtDNA 6mA methylation, which contributes to attenuated mtDNA transcription and a reduced mtDNA copy number. Mechanistically, the presence of 6mA could repress DNA binding and bending by mitochondrial transcription factor (TFAM). Under hypoxia, the 6mA level in mtDNA could be further elevated, suggesting regulatory roles for 6mA in mitochondrial stress response. Our study reveals DNA 6mA as a regulatory mark in mammalian mtDNA.",0,0.0,{}
32187529,"Determining the off-target cleavage profile of programmable nucleases is an important consideration for any genome editing experiment, and a number of Cas9 variants have been reported that improve specificity. We describe here tagmentation-based tag integration site sequencing (TTISS), an efficient, scalable method for analyzing double-strand breaks (DSBs) that we apply in parallel to eight Cas9 variants across 59 targets. Additionally, we generated thousands of other Cas9 variants and screened for variants with enhanced specificity and activity, identifying LZ3 Cas9, a high specificity variant with a unique +1 insertion profile. This comprehensive comparison reveals a general trade-off between Cas9 activity and specificity and provides information about the frequency of generation of +1 insertions, which has implications for correcting frameshift mutations.",0,0.0,{}
32187532,"Cultured pluripotent cells accumulate detrimental chromatin alterations, including DNA methylation changes at imprinted genes known as loss of imprinting (LOI). Although the occurrence of LOI is considered a stochastic phenomenon, here we document a genetic determinant that segregates mouse pluripotent cells into stable and unstable cell lines. Unstable lines exhibit hypermethylation at Dlk1-Dio3 and other imprinted loci, in addition to impaired developmental potential. Stimulation of demethylases by ascorbic acid prevents LOI and loss of developmental potential. Susceptibility to LOI greatly differs between commonly used mouse strains, which we use to map a causal region on chromosome 13 with quantitative trait locus (QTL) analysis. Our observations identify a strong genetic determinant of locus-specific chromatin abnormalities in pluripotent cells and provide a non-invasive way to suppress them. This highlights the importance of considering genetics in conjunction with culture conditions for assuring the quality of pluripotent cells for biomedical applications.",0,0.0,{}
32187533,"Multiple cancer-related genes both promote and paradoxically suppress growth initiation, depending on the cell context. We discover an explanation for how this occurs for one such protein, Stat3, based on asymmetric cell division. Here, we show that Stat3, by Stathmin/PLK-1, regulates mitotic spindle orientation, and we use it to create and test a model for differential growth initiation. We demonstrate that Integrin-α6 is polarized and required for mammary growth initiation. Spindles orient relative to polar Integrin-α6, dividing perpendicularly in normal cells and parallel in tumor-derived cells, resulting in asymmetric or symmetric Integrin-α6 inheritance, respectively. Stat3 inhibition randomizes spindle orientation, which promotes normal growth initiation while reducing tumor-derived growth initiation. Lipid raft disruption depolarizes Integrin-α6, inducing spindle-orientation-independent Integrin-α6 inheritance. Stat3 inhibition no longer affects the growth of these cells, suggesting Stat3 acts through the regulation of spindle orientation to control growth initiation.",0,0.0,{}
32187534,"Neural progenitors undergo temporal fate transition to generate diversified neurons in stereotyped sequence during development. However, the molecular machineries driving progenitor fate change remain unclear. Here, using the cerebellum as a platform, we demonstrate that the temporal dynamics of a dorsoventral bone morphogenetic protein (BMP)/SMAD signaling gradient orchestrates the transition from early to late phase of neurogenesis. Initially, high BMP/SMAD activity in cerebellum neural progenitors transcriptionally represses the late-born interneuron fate determinant Gsx1. As development proceeds, gradual decline in SMAD activities from ventral to dorsal progenitors progressively alleviates suppression on Gsx1 and allows transition of progenitor fate. Manipulating the BMP signaling dynamics can either lead to an immediate halt or rapid acceleration of the temporal fate switch, thus unbalancing the generation of distinct neuronal populations. Our study thus demonstrates that neural progenitors possess inherent competence to produce late-born neurons, yet identity transition is mechanistically executed by precisely timed and positioned reduction of repressors for late-fate determinants.",2,3.0,"{""Inhibition"": 2}"
32187535,"Normally, opioids function in a receptor-dependent manner. They bind to opioid receptors, activate or inhibit receptor activation, and subsequently modulate downstream signal transduction. However, the complex functions of opioids and the low expression of opioid receptors and their endogenous peptide agonists in neural stem cells (NSCs) suggest that some opioids may also modulate NSCs via a receptor-independent pathway. In the current study, two opioids, morphine and naloxone, are demonstrated to facilitate NSC proliferation via a receptor-independent and ten-eleven translocation methylcytosine dioxygenase 1 (TET1)-dependent pathway. Morphine and naloxone penetrate cell membrane, bind to TET1 protein via three key residues (1,880-1,882), and subsequently result in facilitated proliferation of NSCs. In addition, the two opioids also inhibit the DNA demethylation ability of TET1. In summary, the current results connect opioids and DNA demethylation directly at least in NSCs and extend our understanding on both opioids and NSCs.",0,0.0,{}
32187536,"Although similar in molecular composition, synapses can exhibit strikingly distinct functional transmitter release and plasticity characteristics. To determine whether ultrastructural differences co-define this functional heterogeneity, we combine hippocampal organotypic slice cultures, high-pressure freezing, freeze substitution, and 3D-electron tomography to compare two functionally distinct synapses: hippocampal Schaffer collateral and mossy fiber synapses. We find that mossy fiber synapses, which exhibit a lower release probability and stronger short-term facilitation than Schaffer collateral synapses, harbor lower numbers of docked synaptic vesicles at active zones and a second pool of possibly tethered vesicles in their vicinity. Our data indicate that differences in the ratio of docked versus tethered vesicles at active zones contribute to distinct functional characteristics of synapses.",0,0.0,{}
32187537,"The ventral subiculum (vS) of the mouse hippocampus coordinates diverse behaviors through heterogeneous populations of pyramidal neurons that project to multiple distinct downstream regions. Each of these populations of neurons is proposed to integrate a unique combination of thousands of local and long-range synaptic inputs, but the extent to which this occurs remains unknown. To address this, we employ monosynaptic rabies tracing to study the input-output relationship of vS neurons. Analysis of brain-wide inputs reveals quantitative input differences that could be explained by a combination of both the identity of the downstream target and the spatial location of the postsynaptic neurons within vS. These results support a model of combined topographical and output-defined connectivity of vS inputs. Overall, we reveal prominent heterogeneity in brain-wide inputs to the vS parallel output circuitry, providing a basis for the selective control of individual projections during behavior.",0,0.0,{}
32187538,"Amyotrophic lateral sclerosis (ALS) is a fatal, progressive neurodegenerative disease resulting from a complex interplay between genetics and environment. Impairments in axonal transport have been identified in several ALS models, but in vivo evidence remains limited, thus their pathogenetic importance remains to be fully resolved. We therefore analyzed the in vivo dynamics of retrogradely transported, neurotrophin-containing signaling endosomes in nerve axons of two ALS mouse models with mutations in the RNA processing genes TARDBP and FUS. TDP-43M337V mice, which show neuromuscular pathology without motor neuron loss, display axonal transport perturbations manifesting between 1.5 and 3 months and preceding symptom onset. Contrastingly, despite 20% motor neuron loss, transport remained largely unaffected in FusΔ14/+ mice. Deficiencies in retrograde axonal transport of signaling endosomes are therefore not shared by all ALS-linked genes, indicating that there are mechanistic distinctions in the pathogenesis of ALS caused by mutations in different RNA processing genes.",0,0.0,{}
32187539,"Arp is an immunogenic protein of the Lyme disease spirochete Borrelia burgdorferi and contributes to joint inflammation during infection. Despite Arp eliciting a strong humoral response, antibodies fail to clear the infection. Given previous evidence of immune avoidance mediated by the antigenically variable lipoprotein of B. burgdorferi, VlsE, we use passive immunization assays to examine whether VlsE protects the pathogen from anti-Arp antibodies. The results show that spirochetes are only able to successfully infect passively immunized mice when VlsE is expressed. Subsequent immunofluorescence assays reveal that VlsE prevents binding of Arp-specific antibodies, thereby providing an explanation for the failure of Arp antisera to clear the infection. The results also show that the shielding effect of VlsE is not universal for all B. burgdorferi cell-surface antigens. The findings reported here represent a direct demonstration of VlsE-mediated protection of a specific B. burgdorferi surface antigen through a possible epitope-shielding mechanism.",4,3.0,"{""Inhibition"": 1, ""Activation"": 3}"
32187540,"Infections can result in a temporarily restricted unresponsiveness of the innate immune response, thereby limiting pathogen control. Mechanisms of such unresponsiveness are well studied in lipopolysaccharide tolerance; however, whether mechanisms of tolerance limit innate immunity during virus infection remains unknown. Here, we find that infection with the highly cytopathic vesicular stomatitis virus (VSV) leads to innate anergy for several days. Innate anergy is associated with induction of apoptotic cells, which activates the Tyro3, Axl, and Mertk (TAM) receptor Mertk and induces high levels of interleukin-10 (IL-10) and transforming growth factor β (TGF-β). Lack of Mertk in Mertk-/- mice prevents induction of IL-10 and TGF-β, resulting in abrogation of innate anergy. Innate anergy is associated with enhanced VSV replication and poor survival after infection. Mechanistically, Mertk signaling upregulates suppressor of cytokine signaling 1 (SOCS1) and SOCS3. Dexamethasone treatment upregulates Mertk and enhances innate anergy in a Mertk-dependent manner. In conclusion, we identify Mertk as one major regulator of innate tolerance during infection with VSV.",8,19.5,"{""Inhibition"": 6, ""Activation"": 2}"
32187541,"Major depressive disorders (MDDs) constitute a leading cause of disability worldwide and current pharmacological treatments are partially effective. The gut microbiota (GM) has recently emerged as a target of therapeutic interest for MDDs. In this study, we transfer GM from mice that sustained unpredictable chronic mild stress (UCMS) to healthy recipient mice. The fecal transfer induces despair-like behavior, decreases neurogenesis in the hippocampus (HpC), and impairs the antidepressant and neurogenic effects of a standard selective serotonin (5-HT) reuptake inhibitor, fluoxetine (FLX). These effects are paralleled by deficits in 5-HT bioavailability, biosynthesis, and reuptake in the HpC. Treatment with 5-hydroxytryptophan restores the levels of 5-HT and its precursors in the HpC, improves HpC neurogenesis, and alleviates despair-like symptoms. Our results reveal that stress-induced changes in GM are involved in the pathogenesis of depressive disorders and minimize FLX efficacy via alterations in the serotonergic pathway of Trp metabolism.",3,0.0,"{""Inhibition"": 3}"
32187542,"A large proportion of membrane proteins must be assembled into oligomeric complexes for function. How this process occurs is poorly understood, but it is clear that complex assembly must be tightly regulated to avoid accumulation of orphan subunits with potential cytotoxic effects. We interrogated assembly in mammalian cells by using the WRB/CAML complex, an essential insertase for tail-anchored proteins in the endoplasmic reticulum (ER), as a model system. Our data suggest that the stability of each subunit is differentially regulated. In WRB's absence, CAML folds incorrectly, causing aberrant exposure of a hydrophobic transmembrane domain to the ER lumen. When present, WRB can correct the topology of CAML both in vitro and in cells. In contrast, WRB can independently fold correctly but is still degraded in the absence of CAML. We therefore propose that there are at least two distinct regulatory pathways for the surveillance of orphan subunits in the mammalian ER.",1,3.0,"{""Complex"": 1}"
32187543,"Inactive ingredients and generally recognized as safe compounds are regarded by the US Food and Drug Administration (FDA) as benign for human consumption within specified dose ranges, but a growing body of research has revealed that many inactive ingredients might have unknown biological effects at these concentrations and might alter treatment outcomes. To speed up such discoveries, we apply state-of-the-art machine learning to delineate currently unknown biological effects of inactive ingredients-focusing on P-glycoprotein (P-gp) and uridine diphosphate-glucuronosyltransferase-2B7 (UGT2B7), two proteins that impact the pharmacokinetics of approximately 20% of FDA-approved drugs. Our platform identifies vitamin A palmitate and abietic acid as inhibitors of P-gp and UGT2B7, respectively; in silico, in vitro, ex vivo, and in vivo validations support these interactions. Our predictive framework can elucidate biological effects of commonly consumed chemical matter with implications on food- and excipient-drug interactions and functional drug formulation development.",0,0.0,{}
32187544,"Understanding the mechanisms of activity-dependent gene transcription underlying adaptive behaviors is challenging at neuronal-subtype resolution. Using cell-type specific molecular analysis in agouti-related peptide (AgRP) neurons, we reveal that the profound hunger-induced transcriptional changes greatly depend on plant homeodomain finger protein 6 (PHF6), a transcriptional repressor enriched in AgRP neurons. Loss of PHF6 in the satiated mice results in a hunger-state-shifting transcriptional profile, while hunger fails to further induce a rapid and robust activity-dependent gene transcription in PHF6-deficient AgRP neurons. We reveal that PHF6 binds to the promoters of a subset of immediate-early genes (IEGs) and that this chromatin binding is dynamically regulated by hunger state. Depletion of PHF6 decreases hunger-driven feeding motivation and makes the mice resistant to body weight gain under repetitive fasting-refeeding conditions. Our work identifies a neuronal subtype-specific transcriptional repressor that modulates transcriptional profiles in different nutritional states and enables adaptive eating behavior.",0,0.0,{}
32187545,"The nucleus accumbens (NAc) contributes to behavioral inhibition and compulsions, but circuit mechanisms are unclear. Recent evidence suggests that amygdala and thalamic inputs exert opposing control over behavior, much like direct and indirect pathway output neurons. Accordingly, opponent processes between these NAc inputs or cell types may underlie efficient reward seeking. We assess the contributions of these circuit elements to mouse operant behavior during recurring conditions when reward is and is not available. Although direct pathway stimulation is rewarding and indirect pathway stimulation aversive, the activity of both cell types is elevated during periods of behavioral suppression, and the inhibition of either cell-type selectively increases unproductive reward seeking. Amygdala and thalamic inputs are also necessary for behavioral suppression, even though they both support self-stimulation and innervate different NAc subregions. These data suggest that efficient reward seeking relies on complementary activity across NAc cell types and inputs rather than opponent processes between them.",0,0.0,{}
32187546,"Alzheimer's disease is the world's most common neurodegenerative disorder. It is associated with neuroinflammation involving activation of microglia by β-amyloid (Aβ) deposits. Based on previous studies showing apoptosis-associated speck-like protein containing a CARD (ASC) binding and cross-seeding extracellular Aβ, we investigate the propagation of ASC between primary microglia and the effects of ASC-Aβ composites on microglial inflammasomes and function. Indeed, ASC released by a pyroptotic cell can be functionally built into the neighboring microglia NOD-like receptor protein (NLRP3) inflammasome. Compared with protein-only application, exposure to ASC-Aβ composites amplifies the proinflammatory response, resulting in pyroptotic cell death, setting free functional ASC and inducing a feedforward stimulating vicious cycle. Clustering around ASC fibrils also compromises clearance of Aβ by microglia. Together, these data enable a closer look at the turning point from acute to chronic Aβ-related neuroinflammation through formation of ASC-Aβ composites.",0,0.0,{}
32187547,"Rational immunogen design aims to focus antibody responses to vulnerable sites on primary antigens. Given the size of these antigens, there is, however, potential for eliciting unwanted, off-target responses. Here, we use our electron microscopy polyclonal epitope mapping approach to describe the antibody specificities elicited by immunization of non-human primates with soluble HIV envelope trimers and subsequent repeated viral challenge. An increased diversity of epitopes recognized and the approach angle by which these antibodies bind constitute a hallmark of the humoral response in most protected animals. We also show that fusion peptide-specific antibodies are likely responsible for some neutralization breadth. Moreover, cryoelectron microscopy (cryo-EM) analysis of a fully protected animal reveals a high degree of clonality within a subset of putatively neutralizing antibodies, enabling a detailed molecular description of the antibody paratope. Our results provide important insights into the immune response against a vaccine candidate that entered into clinical trials in 2019.",0,0.0,{}
32187548,"Disruption of cyclophilin A (CypA)-capsid interactions affects HIV-1 replication in human lymphocytes. To understand this mechanism, we utilize human Jurkat cells, peripheral blood mononuclear cells (PBMCs), and CD4+ T cells. Our results show that inhibition of HIV-1 infection caused by disrupting CypA-capsid interactions is dependent on human tripartite motif 5α (TRIM5αhu), showing that TRIM5αhu restricts HIV-1 in CD4+ T cells. Accordingly, depletion of TRIM5αhu in CD4+ T cells rescues HIV-1 that fail to interact with CypA, such as HIV-1-P90A. We found that TRIM5αhu binds to the HIV-1 core. Disruption of CypA-capsid interactions fail to affect HIV-1-A92E/G94D infection, correlating with the loss of TRIM5αhu binding to HIV-1-A92E/G94D cores. Disruption of CypA-capsid interactions in primary cells has a greater inhibitory effect on HIV-1 when compared to Jurkat cells. Consistent with TRIM5α restriction, disruption of CypA-capsid interactions in CD4+ T cells inhibits reverse transcription. Overall, our results reveal that CypA binding to the core protects HIV-1 from TRIM5αhu restriction.",1,1.5,"{""Inhibition"": 1}"
32187549,"Apicomplexan parasites are unicellular eukaryotic pathogens that must obtain and combine lipids from both host cell scavenging and de novo synthesis to maintain parasite propagation and survival within their human host. Major questions on the role and regulation of each lipid source upon fluctuating host nutritional conditions remain unanswered. Characterization of an apicoplast acyltransferase, TgATS2, shows that the apicoplast provides (lyso)phosphatidic acid, required for the recruitment of a critical dynamin (TgDrpC) during parasite cytokinesis. Disruption of TgATS2 also leads parasites to shift metabolic lipid acquisition from de novo synthesis toward host scavenging. We show that both lipid scavenging and de novo synthesis pathways in wild-type parasites exhibit major metabolic and cellular plasticity upon sensing host lipid-deprived environments through concomitant (1) upregulation of de novo fatty acid synthesis capacities in the apicoplast and (2) parasite-driven host remodeling to generate multi-membrane-bound structures from host organelles that are imported toward the parasite.",0,0.0,{}
32187550,"DC-SIGN+ monocyte-derived dendritic cells (mo-DCs) play important roles in bacterial infections and inflammatory diseases, but the factors regulating their differentiation and proinflammatory status remain poorly defined. Here, we identify a microRNA, miR-181a, and a molecular mechanism that simultaneously regulate the acquisition of DC-SIGN expression and the activation state of DC-SIGN+ mo-DCs. Specifically, we show that miR-181a promotes DC-SIGN expression during terminal mo-DC differentiation and limits its sensitivity and responsiveness to TLR triggering and CD40 ligation. Mechanistically, miR-181a sustains ERK-MAPK signaling in mo-DCs, thereby enabling the maintenance of high levels of DC-SIGN and a high activation threshold. Low miR-181a levels during mo-DC differentiation, induced by inflammatory signals, do not support the high phospho-ERK signal transduction required for DC-SIGNhi mo-DCs and lead to development of proinflammatory DC-SIGNlo/- mo-DCs. Collectively, our study demonstrates that high DC-SIGN expression levels and a high activation threshold in mo-DCs are linked and simultaneously maintained by miR-181a.",1,1.5,"{""IncreaseAmount"": 1}"
32187551,"The cross-talk between mesenchymal stem and stromal cells (MSCs) and macrophages is critical for the restoration of tissue homeostasis after injury. Here, we demonstrate a pathway through which MSCs instruct macrophages to resolve inflammation and preserve tissue-specific stem cells, leading to homeostasis in mice with autoimmune uveoretinitis and sterile-injury-induced corneal epithelial stem cell deficiency. Distinct from their conventional role in macrophage reprogramming to anti-inflammatory phenotype by a PGE2-dependent mechanism, MSCs enhance the phagocytic activity of macrophages, which partly depends on the uptake of MSC mitochondria-containing extracellular vesicles. The MSC-primed macrophages increase the secretion of amphiregulin (AREG) in a phagocytosis-dependent manner. AREG is essential for MSC-primed macrophages to suppress immune responses through regulatory T (Treg) cells and to protect corneal epithelial stem cells via apoptosis inhibition and proliferation promotion. Hence, the data reveal that MSCs harness macrophage-derived AREG to maintain tissue homeostasis after injury and provide a therapeutic target in immune-mediated disease and regenerative medicine.",1,3.0,"{""IncreaseAmount"": 1}"
32187552,"The C-terminal variants G1 and G2 of apolipoprotein L1 (APOL1) confer human resistance to the sleeping sickness parasite Trypanosoma rhodesiense, but they also increase the risk of kidney disease. APOL1 and APOL3 are death-promoting proteins that are partially associated with the endoplasmic reticulum and Golgi membranes. We report that in podocytes, either APOL1 C-terminal helix truncation (APOL1Δ) or APOL3 deletion (APOL3KO) induces similar actomyosin reorganization linked to the inhibition of phosphatidylinositol-4-phosphate [PI(4)P] synthesis by the Golgi PI(4)-kinase IIIB (PI4KB). Both APOL1 and APOL3 can form K+ channels, but only APOL3 exhibits Ca2+-dependent binding of high affinity to neuronal calcium sensor-1 (NCS-1), promoting NCS-1-PI4KB interaction and stimulating PI4KB activity. Alteration of the APOL1 C-terminal helix triggers APOL1 unfolding and increased binding to APOL3, affecting APOL3-NCS-1 interaction. Since the podocytes of G1 and G2 patients exhibit an APOL1Δ or APOL3KO-like phenotype, APOL1 C-terminal variants may induce kidney disease by preventing APOL3 from activating PI4KB, with consecutive actomyosin reorganization of podocytes.",7,13.5,"{""Inhibition"": 3, ""Activation"": 4}"
